reading_score,listening_score,writing_score,speaking_score,age,gap_year,marital_status,visa_type,label
7.3,5.3,5.0,7.6,31,5,single,STUDENT,0
6.8,5.6,6.7,7.0,34,2,single,STUDENT,1
7.7,6.2,6.9,7.7,34,6,single,WORK,0
5.4,4.7,7.7,7.8,32,6,single,STUDENT,0
6.1,6.0,8.4,6.7,20,5,single,WORK,0
5.6,5.4,4.2,5.8,33,2,single,DEPENDENT,0
5.3,4.4,6.8,7.3,47,5,married,STUDENT,0
6.8,6.1,3.7,6.5,32,7,single,STUDENT,0
6.4,6.7,6.7,7.5,59,2,married,STUDENT,1
5.4,5.8,7.0,6.1,23,2,married,WORK,0
5.8,7.4,8.1,7.6,50,1,single,STUDENT,1
6.9,5.3,5.8,5.5,40,5,married,DEPENDENT,1
4.8,8.5,7.2,7.4,47,6,married,STUDENT,0
6.0,5.5,6.5,6.4,38,4,married,STUDENT,0
5.6,5.5,6.3,6.5,52,4,married,STUDENT,0
5.8,7.5,7.3,5.5,30,3,divorced,DEPENDENT,0
7.5,5.5,7.0,6.2,57,3,single,WORK,1
5.9,7.2,7.1,6.0,22,1,single,WORK,1
7.3,6.1,3.6,6.1,20,6,single,STUDENT,0
6.8,5.3,7.1,7.2,46,3,married,WORK,1
5.5,6.3,6.9,6.1,47,4,single,STUDENT,0
5.2,5.3,5.8,6.1,36,5,single,WORK,0
7.0,7.5,6.1,7.7,37,6,married,WORK,0
5.3,7.4,7.4,8.3,48,2,divorced,STUDENT,1
4.8,4.4,8.0,7.6,49,7,married,WORK,0
4.8,6.0,7.1,8.9,29,6,single,STUDENT,0
7.1,5.4,7.2,7.1,59,7,single,STUDENT,0
6.0,6.2,5.5,6.2,49,4,single,STUDENT,0
7.7,5.2,5.2,7.3,33,4,married,DEPENDENT,1
6.2,4.4,6.3,7.0,29,1,single,WORK,0
5.4,8.4,5.2,6.7,44,1,married,STUDENT,1
8.1,8.5,5.7,6.5,31,4,married,DEPENDENT,1
6.3,7.3,6.9,5.8,53,5,single,STUDENT,0
6.6,6.7,7.7,7.7,35,5,single,WORK,0
5.6,5.8,7.7,7.9,31,6,single,STUDENT,0
7.7,5.3,4.5,7.2,49,6,single,WORK,0
6.7,7.1,6.3,5.6,57,7,married,WORK,0
5.2,5.7,6.5,6.2,57,4,divorced,STUDENT,0
5.6,6.5,4.3,7.4,22,3,single,WORK,0
5.4,6.4,6.4,6.8,43,7,divorced,STUDENT,0
5.9,7.5,5.7,4.9,46,3,married,WORK,0
6.8,5.6,6.7,5.5,29,3,married,STUDENT,0
6.5,7.6,7.2,7.9,30,4,single,WORK,0
8.6,5.5,6.1,6.9,25,1,single,STUDENT,1
5.4,5.5,7.2,7.7,56,2,married,STUDENT,1
7.2,5.2,8.5,6.5,55,0,married,WORK,1
6.8,7.8,5.7,7.9,28,6,single,DEPENDENT,0
7.0,8.3,7.2,6.3,41,7,single,STUDENT,0
5.5,7.7,5.5,8.1,24,5,single,WORK,0
7.9,6.7,7.3,4.7,43,0,single,STUDENT,1
5.2,6.5,4.4,5.8,46,4,single,STUDENT,0
4.7,5.1,5.8,8.5,55,7,married,DEPENDENT,1
6.9,6.6,6.4,5.3,24,7,married,DEPENDENT,1
5.7,6.1,5.4,6.1,34,3,single,STUDENT,0
8.7,7.7,6.7,7.5,41,2,single,STUDENT,1
7.4,8.2,6.2,6.2,46,7,married,WORK,0
7.9,5.0,4.5,6.8,56,0,married,DEPENDENT,1
8.8,6.1,7.0,7.1,24,4,single,STUDENT,0
6.9,4.0,7.2,6.6,59,0,single,DEPENDENT,0
5.0,7.7,6.9,5.0,32,1,married,WORK,0
6.6,5.9,6.3,7.3,54,1,single,STUDENT,1
6.9,6.9,4.7,7.6,46,7,married,STUDENT,0
7.7,7.1,5.0,8.2,33,6,single,WORK,0
7.1,5.2,5.2,6.8,49,4,married,WORK,0
5.0,6.6,5.9,6.7,46,2,single,WORK,0
6.0,5.2,6.4,5.9,30,4,single,STUDENT,0
6.3,6.7,5.8,6.5,25,6,single,STUDENT,0
5.9,5.7,7.1,7.0,39,7,single,DEPENDENT,0
7.4,4.8,4.4,4.6,29,0,single,STUDENT,0
4.9,6.6,6.8,6.6,35,5,single,STUDENT,0
7.7,7.9,6.2,3.9,57,7,single,WORK,0
6.6,7.0,5.6,7.6,47,4,single,STUDENT,0
7.0,6.0,7.0,8.4,29,6,single,STUDENT,0
7.5,6.9,7.7,5.4,31,5,married,WORK,0
7.9,7.2,6.3,6.5,36,1,married,STUDENT,1
5.7,7.9,5.7,6.5,54,1,married,STUDENT,1
8.5,6.0,7.6,8.5,39,7,married,WORK,0
7.0,8.1,5.5,6.3,58,0,single,WORK,1
7.4,7.6,7.2,6.6,35,6,single,STUDENT,0
5.9,5.5,6.0,7.2,24,1,single,WORK,0
7.7,5.7,5.2,6.1,57,7,single,WORK,0
7.1,6.2,6.7,6.1,19,0,single,STUDENT,1
6.3,6.8,6.2,5.9,19,7,single,STUDENT,0
5.6,7.9,6.1,5.9,18,3,single,WORK,0
6.7,5.5,7.5,5.0,40,2,married,STUDENT,1
5.7,5.3,6.1,6.1,57,6,single,STUDENT,0
8.1,8.2,7.1,5.7,27,5,married,STUDENT,0
4.9,8.0,6.1,7.3,43,3,single,WORK,1
8.3,7.0,7.6,7.1,19,4,married,STUDENT,0
5.5,7.5,6.8,6.3,28,2,married,DEPENDENT,1
6.1,5.1,7.2,6.3,26,3,single,STUDENT,0
6.7,7.1,5.0,5.1,22,6,single,WORK,0
6.1,6.3,8.4,5.5,23,2,single,STUDENT,1
7.8,7.3,6.0,5.1,36,5,single,STUDENT,0
6.3,7.2,6.9,6.8,31,0,married,WORK,1
6.2,7.0,6.1,9.0,34,6,married,WORK,0
5.8,7.4,6.1,7.4,34,5,married,DEPENDENT,1
6.1,5.8,6.9,6.8,31,2,divorced,WORK,0
7.7,7.3,7.3,6.1,26,4,married,STUDENT,0
5.4,7.3,6.4,6.6,57,6,married,WORK,0
6.1,7.5,6.8,6.2,50,1,single,STUDENT,1
6.3,4.6,5.7,4.1,48,6,married,WORK,0
6.3,5.6,6.6,6.7,53,6,single,WORK,0
6.4,6.8,6.0,7.9,49,7,single,STUDENT,0
6.4,6.7,5.1,5.2,51,1,single,WORK,0
9.0,8.8,6.3,6.4,31,0,married,DEPENDENT,1
7.9,6.1,7.0,6.0,34,7,single,STUDENT,0
4.5,6.6,7.3,6.4,33,2,single,WORK,0
5.1,6.1,7.0,7.2,46,5,married,STUDENT,0
5.6,7.3,5.5,7.6,35,2,single,DEPENDENT,0
5.9,6.8,7.8,6.1,30,0,single,WORK,1
7.6,6.5,6.3,8.0,20,6,single,WORK,0
5.7,7.3,6.7,6.5,46,4,single,DEPENDENT,0
6.8,6.4,6.6,5.4,24,2,single,DEPENDENT,0
5.9,5.3,6.9,6.5,46,2,single,STUDENT,1
5.4,5.4,5.6,6.0,39,2,married,STUDENT,0
7.0,6.0,5.7,6.6,18,2,married,STUDENT,1
5.7,3.7,6.2,6.3,53,1,single,STUDENT,0
6.6,9.0,6.2,8.1,49,2,married,STUDENT,1
7.8,6.3,5.5,8.3,18,5,single,STUDENT,0
5.9,7.2,5.8,5.7,44,1,married,STUDENT,1
6.5,8.4,6.5,7.8,55,6,single,WORK,0
7.1,7.8,5.7,8.6,58,6,married,STUDENT,0
7.0,6.7,6.7,7.8,49,5,single,WORK,0
7.7,6.9,5.5,6.2,27,2,single,STUDENT,1
7.7,8.2,5.5,7.9,44,3,single,STUDENT,0
6.0,7.0,7.8,5.4,39,7,married,STUDENT,0
6.6,5.9,5.9,5.1,41,7,single,STUDENT,0
7.1,6.1,5.1,5.9,41,0,single,WORK,0
8.4,8.1,5.5,7.3,35,6,single,STUDENT,0
6.9,7.1,7.3,4.9,34,0,married,STUDENT,1
6.5,6.3,8.2,8.3,26,4,single,STUDENT,0
7.2,5.7,6.4,7.3,43,5,divorced,STUDENT,0
4.3,6.3,6.6,7.3,50,3,married,STUDENT,0
7.7,6.3,7.7,5.9,24,5,married,STUDENT,0
6.2,7.6,6.4,5.9,33,7,single,WORK,0
7.8,5.1,7.1,5.8,43,1,married,WORK,0
6.4,6.2,6.6,5.5,43,2,married,STUDENT,1
8.8,7.2,7.6,7.7,38,3,single,WORK,1
6.5,6.4,5.4,4.9,19,3,married,STUDENT,0
8.4,6.4,6.2,7.6,36,1,married,DEPENDENT,1
5.2,6.5,4.9,7.5,57,6,married,WORK,0
7.0,6.1,6.3,5.8,22,2,single,WORK,0
7.3,7.2,6.7,4.7,25,4,married,WORK,0
6.6,6.7,5.4,5.6,27,3,single,WORK,0
7.8,6.6,6.6,6.3,48,2,single,STUDENT,1
7.0,5.6,7.1,6.8,35,4,single,STUDENT,0
5.7,7.1,6.3,4.4,29,0,single,STUDENT,0
6.9,5.8,5.9,7.3,53,4,single,STUDENT,0
6.9,7.1,6.1,6.8,47,6,married,WORK,0
7.5,5.5,6.7,6.6,39,3,married,STUDENT,0
6.6,6.0,6.3,6.0,25,4,single,STUDENT,0
6.4,4.9,5.7,6.4,49,3,single,WORK,0
8.1,6.5,6.6,5.8,28,6,single,STUDENT,0
6.4,5.9,6.0,7.2,50,4,single,STUDENT,0
8.2,8.3,5.3,5.4,47,3,single,STUDENT,0
7.2,9.0,6.6,4.7,59,2,married,STUDENT,1
5.9,5.7,5.5,6.3,35,0,single,STUDENT,0
6.3,6.1,6.6,5.0,29,1,single,STUDENT,1
7.9,4.9,6.7,6.0,43,1,married,DEPENDENT,1
8.0,6.9,7.5,6.3,22,2,married,STUDENT,1
6.1,5.7,7.3,7.6,32,7,single,WORK,0
7.2,5.5,4.9,6.2,44,6,single,STUDENT,0
7.1,5.8,8.2,4.6,59,0,single,STUDENT,1
3.9,6.6,7.8,8.0,52,4,divorced,STUDENT,0
5.9,3.6,8.4,5.4,24,7,married,STUDENT,0
5.7,5.4,5.1,5.9,27,3,divorced,DEPENDENT,0
6.4,6.1,5.1,6.0,54,2,married,DEPENDENT,1
6.8,8.2,5.2,7.4,31,3,single,DEPENDENT,0
5.7,5.5,5.6,5.1,49,1,single,STUDENT,0
6.7,7.6,7.6,5.9,21,0,single,DEPENDENT,0
6.6,6.4,6.8,6.1,48,6,divorced,WORK,0
7.4,6.5,7.1,8.1,30,6,single,STUDENT,0
6.3,4.6,7.3,7.6,29,6,single,DEPENDENT,0
6.2,6.9,6.0,7.4,38,6,single,WORK,0
7.7,8.1,6.6,5.2,37,3,divorced,WORK,1
7.6,6.1,6.5,6.3,58,4,single,STUDENT,0
5.7,5.2,6.7,8.4,18,3,divorced,STUDENT,0
6.4,6.6,6.1,5.2,57,5,single,WORK,0
5.5,6.7,7.7,8.5,53,1,single,STUDENT,1
6.6,6.6,7.2,6.5,33,7,married,WORK,0
7.5,6.6,6.3,4.8,23,0,single,STUDENT,1
5.7,6.6,6.3,5.3,55,4,single,STUDENT,0
6.2,6.0,7.3,4.6,40,0,single,STUDENT,1
6.2,6.5,6.2,4.9,53,2,married,WORK,0
6.8,4.7,4.1,7.3,21,5,single,DEPENDENT,0
6.0,6.2,6.0,6.2,36,3,single,STUDENT,0
6.7,4.4,5.9,7.6,37,0,single,DEPENDENT,0
5.9,6.1,6.0,6.0,39,1,married,WORK,0
7.5,7.8,6.1,7.0,25,5,married,STUDENT,0
5.5,6.2,7.0,4.9,26,5,single,WORK,0
7.3,9.0,7.4,7.0,42,3,single,WORK,1
5.4,7.4,6.4,6.0,18,6,single,WORK,0
5.5,5.9,5.2,4.4,47,3,divorced,STUDENT,0
7.7,7.5,5.7,6.7,51,5,single,STUDENT,0
5.8,5.0,7.5,7.1,54,1,single,DEPENDENT,0
5.7,6.9,6.5,5.7,34,6,single,DEPENDENT,0
6.8,6.0,7.4,5.7,49,1,single,DEPENDENT,0
6.3,7.5,4.7,6.0,52,6,single,WORK,0
6.7,6.1,5.9,5.8,34,0,divorced,STUDENT,1
5.9,6.0,6.3,7.6,20,2,married,WORK,0
7.6,9.0,4.2,5.6,33,7,single,DEPENDENT,0
7.4,4.7,6.7,7.5,59,3,single,STUDENT,0
6.5,4.9,5.6,5.9,49,3,single,STUDENT,0
5.4,6.4,5.9,6.8,23,5,married,STUDENT,0
6.8,5.7,6.8,7.7,50,5,married,WORK,0
6.5,7.6,5.5,5.6,35,6,single,STUDENT,0
4.1,8.5,6.8,5.7,56,4,married,STUDENT,0
7.5,5.0,6.2,5.0,55,4,married,WORK,0
7.0,7.3,6.8,6.0,46,5,married,WORK,0
6.8,6.3,7.3,7.0,48,5,divorced,STUDENT,0
7.0,7.6,5.6,6.8,48,3,divorced,STUDENT,0
6.0,6.4,7.6,6.0,27,4,married,DEPENDENT,1
5.8,5.0,6.3,7.0,20,1,married,STUDENT,1
7.3,7.5,6.2,6.4,22,5,married,WORK,0
6.5,6.9,6.9,7.1,43,1,married,STUDENT,1
6.3,7.0,8.4,5.9,55,4,single,STUDENT,0
9.0,6.8,7.0,8.7,26,6,married,WORK,0
7.1,6.9,6.1,5.3,24,6,single,WORK,0
5.5,6.6,4.7,6.8,44,7,divorced,STUDENT,0
7.2,6.0,7.5,7.6,59,6,married,STUDENT,0
5.4,7.6,7.1,7.9,40,1,single,STUDENT,1
7.5,4.9,7.6,5.8,35,6,married,STUDENT,0
7.1,6.5,6.0,6.4,47,0,single,WORK,1
6.0,5.8,7.4,6.5,18,7,single,WORK,0
7.4,6.5,6.9,5.5,32,7,married,WORK,0
6.5,7.8,4.8,6.2,43,0,single,STUDENT,1
6.5,7.0,6.7,6.9,18,3,single,WORK,0
6.3,5.6,6.1,6.8,39,7,married,STUDENT,0
7.8,5.2,8.5,6.9,56,6,single,STUDENT,0
7.5,6.4,7.7,6.8,31,0,single,STUDENT,1
7.2,5.9,6.7,6.2,54,1,single,WORK,1
4.8,4.6,7.6,5.7,59,7,married,WORK,0
6.9,7.1,6.4,6.4,26,5,married,STUDENT,0
5.5,7.4,7.9,5.1,56,7,married,WORK,0
6.3,6.7,6.6,5.9,37,1,single,DEPENDENT,0
6.3,5.8,5.4,7.3,25,3,married,WORK,0
6.6,6.4,5.0,6.6,46,2,single,WORK,0
6.3,5.7,7.0,3.9,30,6,divorced,STUDENT,0
6.2,6.3,7.2,6.6,35,4,married,WORK,0
7.5,7.4,6.0,5.4,54,5,single,STUDENT,0
6.6,6.5,7.8,6.4,23,2,single,STUDENT,1
7.1,7.4,6.8,6.3,35,4,married,DEPENDENT,1
5.2,7.4,4.5,5.8,47,7,married,STUDENT,0
7.1,5.6,5.3,7.8,25,2,single,DEPENDENT,0
5.3,8.8,6.3,6.5,56,3,married,STUDENT,0
5.6,7.3,6.9,7.8,29,7,single,STUDENT,0
6.2,7.7,7.1,6.1,50,2,single,WORK,1
7.0,5.3,4.5,3.7,55,1,married,STUDENT,0
8.2,6.1,6.3,9.0,27,0,single,WORK,1
6.3,7.1,6.5,7.1,52,5,single,STUDENT,0
5.7,6.3,5.6,8.6,26,6,single,STUDENT,0
6.2,5.6,7.8,5.1,36,2,single,DEPENDENT,0
6.3,4.7,5.6,6.3,58,1,single,STUDENT,0
6.7,5.0,6.9,7.5,32,3,single,STUDENT,0
5.7,6.2,5.4,7.6,41,6,divorced,DEPENDENT,0
6.8,6.4,7.8,7.3,18,4,married,DEPENDENT,1
7.8,5.9,6.1,7.7,59,2,single,STUDENT,1
7.5,6.5,5.9,7.1,39,6,married,WORK,0
6.6,5.3,8.4,7.5,54,2,divorced,STUDENT,1
7.2,6.6,7.5,7.0,22,3,single,STUDENT,0
5.7,6.5,6.5,8.5,49,1,single,STUDENT,1
5.5,7.0,6.8,7.5,42,0,divorced,STUDENT,1
6.7,5.8,7.3,5.9,20,3,divorced,WORK,0
8.1,6.2,6.6,5.4,33,1,single,WORK,1
6.6,6.7,6.4,5.7,57,1,single,STUDENT,1
5.9,6.8,5.6,5.3,27,7,married,WORK,0
6.0,6.4,6.1,4.7,43,1,single,STUDENT,0
5.7,6.6,6.4,5.1,34,1,single,DEPENDENT,0
6.5,7.7,5.4,3.3,50,6,married,STUDENT,0
6.6,6.8,7.1,8.9,42,3,divorced,WORK,1
6.7,6.2,6.3,5.2,33,6,single,WORK,0
4.4,7.2,7.0,6.4,53,7,single,WORK,0
8.1,6.2,7.2,5.6,55,2,single,STUDENT,1
6.6,6.6,6.7,7.3,43,0,single,STUDENT,1
7.8,5.6,7.1,6.2,59,7,single,DEPENDENT,0
7.2,6.3,4.8,6.8,43,0,married,STUDENT,1
7.4,5.3,7.1,7.1,53,5,single,DEPENDENT,0
5.7,5.1,6.7,8.1,43,3,single,STUDENT,0
7.2,6.4,7.7,7.0,28,3,single,STUDENT,0
6.8,6.9,6.5,5.2,27,2,divorced,STUDENT,1
5.5,7.0,6.5,8.3,28,6,single,STUDENT,0
7.3,6.5,5.1,6.3,52,4,married,WORK,0
4.7,6.2,5.5,6.1,23,5,single,STUDENT,0
4.7,7.3,6.6,8.3,49,6,single,DEPENDENT,0
5.8,6.3,6.1,6.3,41,5,married,STUDENT,0
5.6,7.0,7.1,6.0,45,7,married,DEPENDENT,1
6.7,7.1,5.7,5.3,35,3,single,STUDENT,0
6.2,5.5,7.7,5.8,51,5,single,STUDENT,0
5.3,4.8,6.0,7.7,31,4,single,WORK,0
6.0,7.8,7.3,6.7,20,3,single,DEPENDENT,0
6.9,7.5,7.4,6.9,24,6,married,STUDENT,0
8.2,6.8,7.1,7.9,59,0,married,STUDENT,1
5.2,6.4,7.6,4.3,45,4,married,STUDENT,0
6.4,7.5,5.1,6.6,35,2,married,DEPENDENT,1
6.1,7.4,7.7,7.7,46,0,married,STUDENT,1
7.1,7.8,7.6,6.8,57,4,married,DEPENDENT,1
5.6,7.2,7.6,6.7,25,0,single,WORK,1
5.4,7.5,7.7,7.5,51,5,single,STUDENT,0
6.5,6.3,6.7,5.3,54,2,single,WORK,0
7.6,6.8,6.5,7.5,33,4,single,STUDENT,0
7.1,8.1,6.3,6.6,30,0,single,DEPENDENT,0
8.4,5.8,7.6,5.3,27,0,single,STUDENT,1
5.0,5.8,5.6,6.3,57,0,single,DEPENDENT,0
5.5,5.7,7.8,7.8,40,3,married,STUDENT,0
8.2,5.8,6.9,6.0,43,7,divorced,DEPENDENT,0
5.5,5.8,8.7,7.2,45,3,single,DEPENDENT,0
7.8,6.5,5.3,7.8,25,7,married,STUDENT,0
6.7,7.4,6.0,6.5,52,6,single,STUDENT,0
8.1,6.9,7.0,4.8,25,0,married,WORK,1
6.3,5.4,7.7,6.7,25,6,married,WORK,0
7.9,6.7,7.0,6.6,33,2,single,STUDENT,1
4.8,5.8,5.7,7.2,29,6,single,STUDENT,0
4.6,5.3,6.6,6.7,49,5,divorced,STUDENT,0
5.3,6.3,7.1,4.9,39,6,married,STUDENT,0
8.0,6.6,8.2,8.6,26,1,single,DEPENDENT,0
7.5,8.8,6.5,7.0,48,2,married,WORK,1
7.1,6.2,7.0,5.3,20,2,single,WORK,0
7.4,5.4,5.7,6.6,53,6,married,STUDENT,0
6.7,6.6,6.9,6.7,54,0,single,WORK,1
6.7,5.5,8.8,6.2,36,6,single,WORK,0
6.4,7.0,8.2,5.9,29,4,single,STUDENT,0
6.2,5.6,5.8,7.1,50,6,single,STUDENT,0
6.6,6.6,6.9,7.3,56,7,married,STUDENT,0
6.5,7.9,7.1,6.0,19,6,divorced,WORK,0
5.8,5.8,5.9,7.0,30,4,divorced,STUDENT,0
6.1,7.6,6.7,7.7,28,7,single,STUDENT,0
5.8,6.5,7.3,8.0,23,0,married,STUDENT,1
6.9,6.5,7.6,7.7,23,1,married,STUDENT,1
6.3,4.5,5.5,5.6,58,5,single,WORK,0
6.7,7.5,5.0,8.2,39,4,single,WORK,0
6.8,5.7,7.7,5.7,56,3,single,WORK,0
6.7,6.6,7.2,6.3,20,0,married,STUDENT,1
6.5,7.6,4.6,5.8,30,0,single,DEPENDENT,0
5.4,6.0,7.4,8.0,47,2,single,STUDENT,1
6.8,6.3,7.5,8.9,40,3,single,STUDENT,0
4.8,6.3,5.9,7.1,44,1,married,WORK,0
6.9,8.5,7.5,8.2,32,1,single,STUDENT,1
8.6,6.8,7.2,7.2,53,1,married,STUDENT,1
8.3,7.0,5.4,6.2,50,4,single,WORK,0
7.2,6.2,5.7,6.7,19,5,single,WORK,0
5.9,6.8,4.8,6.5,45,1,single,WORK,0
5.2,6.2,4.5,5.1,19,7,married,DEPENDENT,0
6.9,8.2,7.6,6.0,38,3,married,WORK,1
7.8,6.0,7.4,5.2,53,4,single,STUDENT,0
8.4,7.8,7.6,6.6,19,7,single,WORK,0
9.0,8.1,4.9,5.7,46,2,single,DEPENDENT,0
6.1,7.8,5.5,5.5,59,7,married,WORK,0
4.9,8.0,7.6,6.2,18,0,single,STUDENT,1
5.8,5.3,3.6,6.4,35,3,single,STUDENT,0
7.0,5.7,6.3,4.9,33,0,married,STUDENT,0
7.9,6.9,6.5,6.2,19,5,single,DEPENDENT,0
6.5,6.3,6.9,5.6,30,0,single,STUDENT,1
5.4,6.3,7.2,7.2,52,0,married,DEPENDENT,1
6.3,7.5,5.9,6.8,58,6,single,WORK,0
7.7,6.3,5.5,5.5,23,4,single,STUDENT,0
6.9,6.2,5.8,6.2,45,3,married,WORK,0
4.8,5.9,6.2,8.2,35,1,single,STUDENT,1
7.1,2.9,7.6,5.6,27,6,married,STUDENT,0
6.7,7.7,6.0,7.4,18,4,single,WORK,0
5.9,6.2,5.8,6.5,28,3,single,STUDENT,0
7.9,6.2,6.0,8.1,38,4,single,STUDENT,0
6.4,7.9,6.1,6.0,42,2,married,WORK,1
6.9,6.5,6.0,7.0,59,7,married,STUDENT,0
7.3,6.5,7.9,5.0,37,3,married,STUDENT,0
5.2,4.3,5.8,6.7,43,6,married,STUDENT,0
7.6,5.0,7.0,6.2,24,1,single,DEPENDENT,0
5.9,7.2,7.1,5.6,42,1,single,DEPENDENT,0
6.0,4.9,5.6,7.7,51,7,single,STUDENT,0
6.4,5.2,7.7,6.6,28,5,single,STUDENT,0
6.5,5.3,7.4,6.4,35,3,single,STUDENT,0
5.0,6.1,5.2,7.3,39,0,single,STUDENT,0
7.3,6.3,6.7,7.1,28,3,single,WORK,1
5.2,8.3,6.8,5.1,21,2,single,DEPENDENT,0
7.8,7.5,5.1,7.6,30,6,single,STUDENT,0
6.5,7.2,7.6,5.8,27,5,single,STUDENT,0
6.9,7.3,6.6,5.9,34,7,single,WORK,0
6.3,8.1,6.3,6.5,29,3,single,STUDENT,0
7.7,7.5,6.5,7.1,50,5,divorced,WORK,0
5.8,6.1,6.1,7.5,32,6,single,WORK,0
8.4,7.5,6.0,7.3,46,6,single,STUDENT,0
6.9,5.7,8.3,6.6,42,5,single,STUDENT,0
6.0,7.7,6.8,6.9,18,5,married,STUDENT,0
6.3,7.4,8.3,6.1,56,6,single,STUDENT,0
4.9,5.2,5.6,8.1,32,2,married,WORK,0
5.4,7.3,8.0,7.3,38,7,single,STUDENT,0
7.8,5.8,7.8,6.7,26,4,married,STUDENT,0
5.4,6.1,5.3,7.5,37,5,married,STUDENT,0
6.0,7.2,8.2,4.2,37,0,married,STUDENT,1
5.5,6.9,6.3,7.1,49,0,married,STUDENT,1
7.8,6.3,6.2,4.6,26,5,single,STUDENT,0
8.7,4.8,5.5,4.2,32,1,single,DEPENDENT,0
5.7,8.6,5.4,4.9,19,2,married,STUDENT,1
6.3,6.5,5.9,5.0,30,3,single,WORK,0
7.2,9.0,6.5,6.7,45,0,single,STUDENT,1
7.7,6.8,5.1,7.2,48,6,single,STUDENT,0
6.3,7.5,6.9,6.7,32,4,single,STUDENT,0
7.2,8.3,7.5,6.6,43,5,married,DEPENDENT,1
5.2,6.4,6.8,6.7,25,5,single,STUDENT,0
7.4,7.2,6.1,8.6,48,3,single,WORK,1
7.3,6.8,5.7,6.5,49,3,married,WORK,1
7.3,5.9,6.8,9.0,32,5,single,STUDENT,0
5.9,8.1,7.9,7.4,26,7,single,WORK,0
4.8,6.2,6.4,4.9,29,2,single,DEPENDENT,0
6.4,5.6,6.5,5.0,34,3,single,WORK,0
5.8,7.2,6.7,7.2,42,0,single,WORK,1
6.8,6.0,7.2,7.1,20,6,single,DEPENDENT,0
4.8,6.2,7.3,7.9,56,1,single,STUDENT,1
6.4,4.6,8.0,6.1,56,7,married,DEPENDENT,1
6.2,6.7,6.5,6.2,32,5,single,DEPENDENT,0
6.6,7.6,4.6,7.3,33,0,single,WORK,1
4.5,7.0,8.9,5.9,31,1,married,STUDENT,1
8.1,7.3,9.0,4.9,18,7,single,DEPENDENT,0
5.2,8.1,5.8,7.6,18,5,single,STUDENT,0
6.2,6.7,6.4,5.9,22,1,divorced,STUDENT,1
6.4,6.1,6.1,7.2,30,0,divorced,WORK,0
6.6,7.5,6.8,6.8,25,0,married,WORK,1
6.1,6.7,6.5,5.5,49,1,divorced,WORK,0
4.2,6.3,5.6,6.8,53,4,married,STUDENT,0
7.5,5.8,4.6,6.8,37,5,married,STUDENT,0
5.6,6.8,7.3,6.1,29,0,married,DEPENDENT,1
7.1,6.0,7.3,7.7,48,2,single,STUDENT,1
5.2,6.7,7.8,6.5,34,4,single,WORK,0
8.0,7.5,6.8,8.0,52,3,single,STUDENT,0
6.7,6.0,7.1,5.7,45,0,married,DEPENDENT,1
7.1,5.7,6.6,6.4,28,4,single,STUDENT,0
4.6,6.7,4.8,5.8,34,6,single,WORK,0
7.3,5.4,6.5,8.5,39,1,married,STUDENT,1
5.0,7.3,7.8,5.6,48,4,single,WORK,0
8.1,6.9,6.2,6.7,43,5,married,WORK,0
5.5,6.9,7.0,3.2,53,2,married,STUDENT,0
6.9,5.3,5.0,4.4,29,0,married,DEPENDENT,0
4.6,6.9,5.6,7.1,22,3,single,STUDENT,0
4.3,6.0,6.2,5.9,59,7,married,STUDENT,0
6.2,5.2,6.9,6.9,20,4,married,STUDENT,0
6.2,8.0,7.1,7.0,58,6,single,STUDENT,0
6.6,6.4,8.5,6.0,28,0,single,WORK,1
6.8,7.6,7.6,6.7,29,6,married,STUDENT,0
5.5,5.2,8.2,7.2,27,7,single,WORK,0
4.5,5.8,6.3,5.4,40,4,single,DEPENDENT,0
7.0,6.4,7.8,6.9,41,6,single,WORK,0
7.6,6.7,6.1,7.0,25,6,single,STUDENT,0
7.1,6.6,4.7,5.6,43,0,married,WORK,0
6.8,5.6,5.9,7.3,29,0,married,WORK,0
6.6,4.2,8.2,6.9,31,4,married,STUDENT,0
8.6,7.2,6.2,6.3,36,0,single,WORK,1
7.0,7.3,5.9,7.7,59,4,single,WORK,0
6.6,5.9,7.2,6.0,20,6,married,STUDENT,0
6.1,8.6,5.7,8.6,50,2,single,STUDENT,1
7.1,7.3,5.7,6.8,50,6,single,WORK,0
7.2,4.3,6.9,5.9,21,2,married,DEPENDENT,1
7.9,7.3,7.9,5.7,26,0,married,STUDENT,1
5.2,5.9,6.9,7.7,29,5,married,STUDENT,0
6.6,6.6,5.2,5.9,22,6,married,STUDENT,0
7.4,6.7,7.7,5.3,33,6,married,STUDENT,0
5.8,5.5,5.1,5.9,46,7,single,STUDENT,0
5.9,6.8,5.6,7.8,39,1,single,DEPENDENT,0
5.6,6.3,6.0,6.6,51,5,divorced,STUDENT,0
6.4,6.2,5.9,6.7,27,0,divorced,WORK,0
5.3,5.9,7.2,7.8,53,0,single,STUDENT,1
7.3,7.3,7.5,7.7,58,2,married,WORK,1
6.0,7.3,7.6,5.3,36,7,married,WORK,0
8.0,6.0,6.0,5.5,25,2,divorced,WORK,0
6.5,7.2,5.5,5.6,57,2,single,WORK,0
8.1,6.9,4.7,6.5,55,7,married,WORK,0
6.2,7.0,7.2,6.6,58,2,single,STUDENT,1
5.2,5.6,5.2,7.8,21,6,single,WORK,0
6.7,8.1,5.2,5.8,27,7,single,WORK,0
